movement_id,date_id,terminal_id,vessel_id,cargo_type,container_count,move_duration,shift,is_anomaly,anomaly_score
1757,2020-07-15,23,478,Raw Materials,1204,1454.52,Night,1,0.958
1758,2020-07-15,41,149,Textiles,1395,473.24,Night,0,0.048
1759,2020-07-15,37,143,Raw Materials,911,540.99,Day,0,0.15
1760,2020-07-15,3,533,Textiles,108,552.13,Day,0,0.165
1761,2020-07-15,11,233,Machinery,339,464.83,Night,0,0.281
1762,2020-07-15,34,403,Textiles,819,603.49,Day,0,0.206
1763,2020-07-15,7,232,Chemicals,485,486.71,Night,0,0.24
1764,2020-07-16,10,74,Chemicals,931,391.63,Night,0,0.063
1765,2020-07-16,41,99,Electronics,133,511.85,Day,0,0.233
1766,2020-07-16,5,69,Machinery,343,493.61,Night,0,0.107
1767,2020-07-16,26,11,Food,894,466.47,Night,0,0.276
1768,2020-07-16,41,630,Vehicles,1106,556.91,Day,0,0.15
1769,2020-07-16,23,32,Vehicles,1069,522.48,Night,0,0.029
1770,2020-07-16,45,602,Vehicles,1104,483.71,Night,0,0.114
1771,2020-07-16,32,89,Food,1213,531.9,Night,0,0.189
1772,2020-07-16,7,466,Vehicles,790,524.26,Night,0,0.295
1773,2020-07-17,21,318,Chemicals,1356,510.27,Night,0,0.259
1774,2020-07-17,2,519,Electronics,1128,511.56,Night,0,0.082
1775,2020-07-17,37,398,Food,1299,554.65,Day,0,0.136
1776,2020-07-17,11,41,Textiles,778,532.46,Night,0,0.206
1777,2020-07-17,5,204,Machinery,610,596.5,Night,0,0.272
1778,2020-07-17,25,45,Chemicals,557,497.31,Night,0,0.205
1779,2020-07-18,32,235,Raw Materials,337,528.86,Night,0,0.284
1780,2020-07-18,37,25,Machinery,850,501.7,Night,0,0.129
1781,2020-07-18,46,538,Vehicles,1213,570.85,Night,0,0.167
1782,2020-07-18,28,69,Electronics,638,539.72,Day,0,0.199
1783,2020-07-18,31,411,Chemicals,347,535.73,Day,0,0.059
1784,2020-07-18,43,560,Textiles,638,519.64,Night,0,0.291
1785,2020-07-18,43,190,Electronics,1246,523.6,Night,0,0.224
1786,2020-07-18,26,12,Electronics,1144,507.2,Night,0,0.034
1787,2020-07-18,43,273,Food,380,496.09,Day,0,0.064
1788,2020-07-18,43,487,Machinery,538,532.74,Night,0,0.116
1789,2020-07-18,41,555,Chemicals,1466,577.66,Day,0,0.02
1790,2020-07-18,33,75,Chemicals,1383,554.67,Day,0,0.252
1791,2020-07-19,15,269,Electronics,984,554.56,Night,0,0.058
1792,2020-07-19,24,401,Textiles,560,508.96,Night,0,0.038
1793,2020-07-19,40,522,Vehicles,1401,544.85,Night,0,0.232
1794,2020-07-19,28,615,Machinery,235,592.14,Day,0,0.211
1795,2020-07-19,10,41,Food,905,479.15,Night,0,0.102
1796,2020-07-19,35,620,Food,1062,595.98,Night,0,0.116
1797,2020-07-19,45,604,Machinery,790,578.27,Day,0,0.155
1798,2020-07-19,41,65,Vehicles,649,518.97,Night,0,0.262
1799,2020-07-20,33,234,Food,590,470.34,Night,0,0.248
1800,2020-07-20,34,422,Food,1324,497.44,Night,0,0.198
1801,2020-07-20,40,143,Chemicals,840,471.14,Night,0,0.139
1802,2020-07-20,34,178,Vehicles,696,441.71,Day,0,0.062
1803,2020-07-20,41,346,Vehicles,1117,481.02,Day,0,0.28
1804,2020-07-20,30,551,Chemicals,621,565.06,Night,0,0.076
1805,2020-07-20,25,564,Electronics,236,565.57,Night,0,0.136
1806,2020-07-20,36,598,Textiles,1262,634.86,Night,0,0.08
1807,2020-07-20,28,502,Machinery,995,499.39,Day,0,0.108
1808,2020-07-20,4,43,Food,320,516.6,Day,0,0.081
1809,2020-07-21,7,434,Electronics,1452,515.79,Day,0,0.187
1810,2020-07-21,18,292,Chemicals,572,505.96,Night,0,0.181
1811,2020-07-21,18,566,Raw Materials,584,555.47,Night,0,0.066
1812,2020-07-21,25,209,Chemicals,286,571.04,Day,0,0.184
1813,2020-07-21,18,498,Electronics,604,529.47,Day,0,0.05
1814,2020-07-21,12,226,Electronics,106,472.28,Night,0,0.093
1815,2020-07-21,38,615,Machinery,537,529.55,Night,0,0.133
1816,2020-07-21,10,394,Electronics,1208,604.41,Night,0,0.062
1817,2020-07-21,44,504,Raw Materials,1173,493.02,Night,0,0.116
1818,2020-07-21,29,622,Food,395,546.31,Day,0,0.18
1819,2020-07-21,45,387,Raw Materials,927,518.23,Day,0,0.075
1820,2020-07-21,19,237,Textiles,1061,554.97,Night,0,0.206
1821,2020-07-22,16,67,Vehicles,144,449.5,Night,0,0.147
1822,2020-07-22,29,435,Machinery,622,549.75,Day,0,0.081
1823,2020-07-22,17,491,Chemicals,548,554.55,Day,0,0.243
1824,2020-07-22,3,391,Electronics,568,445.2,Night,0,0.275
1825,2020-07-22,6,631,Food,262,494.22,Day,0,0.042
1826,2020-07-22,28,286,Chemicals,938,520.62,Day,0,0.156
1827,2020-07-22,15,95,Textiles,1440,525.23,Day,0,0.222
1828,2020-07-22,19,562,Machinery,443,418.86,Night,0,0.242
1829,2020-07-22,13,618,Electronics,307,513.13,Day,0,0.234
1830,2020-07-22,36,378,Chemicals,1192,598.37,Day,0,0.074
1831,2020-07-23,21,176,Textiles,142,378.0,Night,0,0.05
1832,2020-07-23,31,160,Chemicals,1347,510.36,Day,0,0.172
1833,2020-07-23,18,474,Machinery,458,492.27,Day,0,0.182
1834,2020-07-23,3,69,Chemicals,101,409.67,Night,0,0.159
1835,2020-07-23,32,405,Textiles,1055,626.81,Night,0,0.182
1836,2020-07-23,46,415,Textiles,934,470.09,Night,0,0.257
1837,2020-07-24,3,212,Textiles,852,530.85,Day,0,0.115
1838,2020-07-24,20,383,Food,1097,489.96,Day,0,0.005
1839,2020-07-24,28,151,Raw Materials,1309,524.34,Night,0,0.091
1840,2020-07-24,16,146,Chemicals,999,424.66,Day,0,0.12
1841,2020-07-24,46,477,Chemicals,1048,590.01,Night,0,0.044
1842,2020-07-24,41,104,Food,208,577.7,Night,0,0.273
1843,2020-07-24,42,444,Textiles,702,468.5,Day,0,0.28
1844,2020-07-25,31,70,Food,496,546.27,Night,0,0.152
1845,2020-07-25,1,104,Vehicles,1250,510.18,Day,0,0.156
1846,2020-07-25,2,460,Food,1355,523.04,Night,0,0.187
1847,2020-07-25,19,377,Raw Materials,1158,421.69,Day,0,0.13
1848,2020-07-25,33,38,Chemicals,873,458.65,Day,0,0.214
1849,2020-07-25,41,274,Chemicals,502,553.23,Day,0,0.013
1850,2020-07-25,20,13,Chemicals,956,529.66,Day,0,0.125
1851,2020-07-25,10,438,Chemicals,101,1639.02,Night,1,0.936
1852,2020-07-25,15,480,Vehicles,1110,509.92,Day,0,0.201
1853,2020-07-25,22,632,Raw Materials,1060,563.45,Night,0,0.267
1854,2020-07-25,22,335,Vehicles,1496,516.44,Day,0,0.177
1855,2020-07-25,44,286,Chemicals,145,471.28,Day,0,0.09
1856,2020-07-26,26,53,Raw Materials,627,510.26,Night,0,0.044
1857,2020-07-26,15,225,Machinery,413,585.19,Day,0,0.124
1858,2020-07-26,26,430,Food,266,470.57,Night,0,0.187
1859,2020-07-26,43,68,Electronics,992,447.15,Night,0,0.294
1860,2020-07-26,22,380,Food,582,535.06,Day,0,0.299
1861,2020-07-26,26,603,Machinery,980,568.08,Day,0,0.049
1862,2020-07-26,11,613,Textiles,871,489.74,Night,0,0.03
1863,2020-07-26,6,9,Textiles,977,482.04,Day,0,0.242
1864,2020-07-26,42,156,Electronics,1065,497.42,Day,0,0.04
1865,2020-07-26,24,366,Electronics,438,1555.22,Day,1,0.996
1866,2020-07-26,40,1,Raw Materials,448,465.18,Day,0,0.247
1867,2020-07-27,7,274,Textiles,1177,578.97,Night,0,0.139
1868,2020-07-27,17,162,Machinery,1342,540.05,Day,0,0.085
1869,2020-07-27,26,347,Vehicles,1068,540.01,Day,0,0.088
1870,2020-07-27,46,411,Raw Materials,581,453.26,Night,0,0.254
1871,2020-07-27,43,335,Chemicals,1044,535.8,Day,0,0.176
1872,2020-07-27,8,152,Machinery,358,525.09,Day,0,0.022
1873,2020-07-27,22,328,Vehicles,1086,495.57,Day,0,0.283
1874,2020-07-27,36,602,Vehicles,529,525.75,Night,0,0.197
1875,2020-07-27,24,161,Chemicals,806,500.06,Night,0,0.076
1876,2020-07-28,32,475,Raw Materials,762,517.36,Night,0,0.245
1877,2020-07-28,46,433,Raw Materials,1260,522.85,Night,0,0.049
1878,2020-07-28,17,426,Machinery,785,489.95,Day,0,0.265
1879,2020-07-28,16,526,Food,514,491.35,Night,0,0.189
1880,2020-07-28,46,352,Food,105,436.21,Night,0,0.231
1881,2020-07-28,33,207,Chemicals,780,483.4,Day,0,0.082
1882,2020-07-28,26,542,Machinery,180,446.45,Day,0,0.216
1883,2020-07-29,19,552,Electronics,682,498.95,Night,0,0.238
1884,2020-07-29,31,428,Textiles,1271,554.42,Night,0,0.095
1885,2020-07-29,38,229,Food,714,576.46,Night,0,0.201
1886,2020-07-29,38,261,Food,108,437.23,Night,0,0.012
1887,2020-07-29,29,245,Electronics,980,536.21,Night,0,0.161
1888,2020-07-29,35,427,Textiles,1410,520.53,Day,0,0.231
1889,2020-07-29,43,53,Textiles,537,420.32,Night,0,0.257
1890,2020-07-29,25,575,Chemicals,1216,515.83,Night,0,0.004
1891,2020-07-29,28,82,Vehicles,602,506.72,Night,0,0.225
1892,2020-07-29,17,174,Vehicles,626,490.69,Night,0,0.272
1893,2020-07-30,11,371,Raw Materials,691,489.08,Day,0,0.021
1894,2020-07-30,10,125,Chemicals,235,556.45,Day,0,0.238
1895,2020-07-30,18,184,Raw Materials,1024,471.75,Day,0,0.16
1896,2020-07-30,33,126,Vehicles,1358,557.1,Night,0,0.025
1897,2020-07-30,6,362,Machinery,487,1596.42,Day,1,0.941
1898,2020-07-30,6,65,Chemicals,800,494.44,Day,0,0.245
1899,2020-07-30,35,199,Raw Materials,1393,470.61,Night,0,0.227
1900,2020-07-31,33,413,Chemicals,489,555.49,Day,0,0.145
1901,2020-07-31,38,69,Raw Materials,1445,581.38,Day,0,0.137
1902,2020-07-31,21,378,Electronics,174,470.19,Day,0,0.001
1903,2020-07-31,23,18,Vehicles,793,412.02,Night,0,0.259
1904,2020-07-31,6,138,Textiles,1166,552.06,Day,0,0.035
1905,2020-07-31,9,485,Textiles,1229,505.16,Night,0,0.01
1906,2020-08-01,41,325,Food,1199,471.07,Day,0,0.088
1907,2020-08-01,7,57,Vehicles,380,460.79,Night,0,0.084
1908,2020-08-01,27,77,Electronics,1120,417.05,Night,0,0.09
1909,2020-08-01,2,27,Food,478,465.44,Night,0,0.181
1910,2020-08-01,7,372,Electronics,641,415.65,Day,0,0.095
1911,2020-08-01,8,188,Textiles,261,507.37,Day,0,0.165
1912,2020-08-01,35,82,Textiles,1447,534.48,Night,0,0.269
1913,2020-08-01,3,320,Electronics,1447,474.85,Night,0,0.028
1914,2020-08-01,38,5,Machinery,187,563.32,Day,0,0.108
1915,2020-08-01,35,110,Chemicals,1310,590.87,Night,0,0.1
1916,2020-08-01,12,583,Vehicles,134,489.45,Day,0,0.219
1917,2020-08-01,9,174,Machinery,110,458.3,Day,0,0.219
1918,2020-08-02,13,505,Electronics,980,424.39,Day,0,0.2
1919,2020-08-02,13,541,Food,378,465.36,Night,0,0.086
1920,2020-08-02,16,632,Vehicles,960,572.04,Day,0,0.182
1921,2020-08-02,1,118,Textiles,491,491.91,Night,0,0.244
1922,2020-08-02,38,123,Chemicals,182,412.27,Day,0,0.075
1923,2020-08-02,3,74,Chemicals,546,1127.79,Night,1,0.733
1924,2020-08-02,45,15,Electronics,799,513.64,Night,0,0.043
1925,2020-08-02,42,127,Food,941,444.8,Night,0,0.199
1926,2020-08-02,41,150,Machinery,823,537.68,Day,0,0.2
1927,2020-08-02,43,249,Machinery,660,467.79,Night,0,0.048
1928,2020-08-02,4,470,Chemicals,946,518.56,Night,0,0.086
1929,2020-08-02,19,287,Machinery,128,426.18,Day,0,0.136
1930,2020-08-03,42,230,Chemicals,664,517.83,Night,0,0.289
1931,2020-08-03,18,165,Chemicals,997,504.1,Night,0,0.146
1932,2020-08-03,15,565,Electronics,648,524.89,Day,0,0.157
1933,2020-08-03,45,102,Raw Materials,1448,455.27,Night,0,0.019
1934,2020-08-03,7,248,Food,600,504.5,Night,0,0.201
1935,2020-08-03,36,629,Vehicles,1117,535.34,Day,0,0.098
1936,2020-08-03,45,568,Textiles,798,1186.06,Night,1,0.733
1937,2020-08-03,20,436,Vehicles,656,437.14,Night,0,0.288
1938,2020-08-04,37,366,Machinery,1066,472.07,Day,0,0.267
1939,2020-08-04,21,47,Food,1065,494.26,Night,0,0.129
1940,2020-08-04,36,17,Electronics,1257,440.81,Day,0,0.069
1941,2020-08-04,3,210,Machinery,1195,533.41,Night,0,0.293
1942,2020-08-04,29,139,Vehicles,539,506.3,Day,0,0.029
1943,2020-08-04,17,12,Electronics,674,421.8,Night,0,0.028
1944,2020-08-04,16,627,Electronics,612,444.75,Day,0,0.161
1945,2020-08-04,41,247,Machinery,667,441.92,Day,0,0.002
1946,2020-08-04,32,222,Food,304,492.81,Night,0,0.175
1947,2020-08-04,37,285,Machinery,814,591.29,Day,0,0.049
1948,2020-08-05,7,586,Vehicles,663,499.74,Day,0,0.247
1949,2020-08-05,15,47,Chemicals,528,507.94,Day,0,0.135
1950,2020-08-05,40,138,Electronics,518,529.89,Day,0,0.227
1951,2020-08-05,20,443,Vehicles,229,516.5,Day,0,0.051
1952,2020-08-05,3,546,Vehicles,960,513.34,Day,0,0.229
1953,2020-08-05,14,75,Machinery,322,423.22,Day,0,0.214
1954,2020-08-05,46,569,Machinery,422,542.69,Night,0,0.178
1955,2020-08-05,43,581,Machinery,970,571.68,Day,0,0.095
1956,2020-08-05,39,220,Chemicals,931,600.98,Day,0,0.232
1957,2020-08-05,30,94,Raw Materials,359,534.18,Day,0,0.285
1958,2020-08-05,8,574,Machinery,1430,507.12,Night,0,0.221
1959,2020-08-06,4,531,Textiles,574,545.57,Day,0,0.257
1960,2020-08-06,35,76,Textiles,1231,469.01,Day,0,0.158
1961,2020-08-06,6,266,Food,1224,534.54,Night,0,0.255
1962,2020-08-06,14,144,Vehicles,1403,532.54,Day,0,0.044
1963,2020-08-06,29,74,Vehicles,1398,425.38,Night,0,0.049
1964,2020-08-06,18,346,Electronics,123,486.66,Day,0,0.233
1965,2020-08-06,45,25,Electronics,760,535.44,Day,0,0.024
1966,2020-08-07,13,493,Machinery,1203,586.67,Day,0,0.017
1967,2020-08-07,41,620,Vehicles,406,570.51,Day,0,0.238
1968,2020-08-07,33,297,Food,426,503.86,Night,0,0.244
1969,2020-08-07,39,591,Food,1105,434.81,Night,0,0.247
1970,2020-08-07,19,514,Food,877,503.23,Day,0,0.152
1971,2020-08-07,30,27,Textiles,200,538.56,Day,0,0.104
1972,2020-08-07,22,91,Vehicles,1156,492.99,Night,0,0.045
1973,2020-08-07,25,577,Chemicals,945,565.48,Day,0,0.096
1974,2020-08-07,43,51,Food,448,514.82,Night,0,0.113
1975,2020-08-07,3,566,Vehicles,1062,567.73,Day,0,0.257
1976,2020-08-07,36,472,Raw Materials,134,499.86,Night,0,0.234
1977,2020-08-08,34,190,Electronics,224,499.06,Day,0,0.118
1978,2020-08-08,34,128,Food,1381,525.98,Day,0,0.289
1979,2020-08-08,42,182,Machinery,609,435.84,Night,0,0.158
1980,2020-08-08,5,410,Chemicals,417,494.33,Night,0,0.042
1981,2020-08-08,26,634,Vehicles,449,456.18,Night,0,0.092
1982,2020-08-08,20,163,Chemicals,959,489.25,Day,0,0.039
1983,2020-08-08,34,442,Electronics,734,558.23,Day,0,0.012
1984,2020-08-08,25,299,Chemicals,826,501.27,Night,0,0.112
1985,2020-08-08,19,44,Machinery,569,487.53,Day,0,0.056
1986,2020-08-08,13,24,Machinery,872,451.87,Day,0,0.238
1987,2020-08-08,19,526,Raw Materials,562,504.55,Day,0,0.15
1988,2020-08-08,12,283,Vehicles,374,459.41,Night,0,0.25
1989,2020-08-09,44,349,Food,1408,613.01,Day,0,0.275
1990,2020-08-09,14,364,Raw Materials,1177,552.14,Day,0,0.095
1991,2020-08-09,46,126,Vehicles,554,519.42,Night,0,0.213
1992,2020-08-09,30,539,Vehicles,353,438.07,Night,0,0.182
1993,2020-08-09,13,247,Vehicles,1490,536.12,Day,0,0.097
1994,2020-08-09,15,41,Raw Materials,171,515.86,Night,0,0.287
1995,2020-08-10,40,518,Raw Materials,770,523.7,Night,0,0.258
1996,2020-08-10,36,538,Electronics,478,526.82,Day,0,0.008
1997,2020-08-10,2,601,Food,949,555.03,Day,0,0.277
1998,2020-08-10,16,387,Machinery,1404,523.37,Night,0,0.079
1999,2020-08-10,19,611,Vehicles,950,618.37,Day,0,0.118
2000,2020-08-10,40,355,Electronics,256,451.55,Day,0,0.021
2001,2020-08-10,8,539,Electronics,1204,517.93,Night,0,0.103
2002,2020-08-10,2,601,Raw Materials,934,569.94,Day,0,0.244
2003,2020-08-10,11,221,Electronics,591,477.48,Day,0,0.028
2004,2020-08-10,3,302,Textiles,1197,533.93,Day,0,0.224
2005,2020-08-10,24,22,Chemicals,1108,543.91,Night,0,0.223
2006,2020-08-10,34,99,Vehicles,363,479.4,Day,0,0.254
2007,2020-08-11,13,57,Food,899,447.88,Day,0,0.229
2008,2020-08-11,25,158,Electronics,756,540.75,Night,0,0.064
2009,2020-08-11,12,224,Food,828,562.47,Night,0,0.131
2010,2020-08-11,7,498,Machinery,1249,527.02,Night,0,0.043
2011,2020-08-11,14,538,Food,182,551.85,Night,0,0.238
2012,2020-08-11,29,199,Food,586,528.98,Night,0,0.2
2013,2020-08-12,34,140,Electronics,534,503.73,Night,0,0.016
2014,2020-08-12,43,380,Vehicles,136,536.13,Night,0,0.014
2015,2020-08-12,24,579,Raw Materials,692,1840.17,Day,1,0.998
2016,2020-08-12,38,170,Raw Materials,1324,527.92,Night,0,0.187
2017,2020-08-12,41,431,Raw Materials,1445,489.57,Night,0,0.18
2018,2020-08-12,44,468,Textiles,705,567.45,Day,0,0.235
2019,2020-08-12,38,394,Chemicals,776,467.47,Day,0,0.266
2020,2020-08-12,37,634,Chemicals,489,509.22,Day,0,0.252
2021,2020-08-12,15,302,Raw Materials,980,462.35,Day,0,0.122
2022,2020-08-12,45,24,Chemicals,915,522.77,Night,0,0.137
2023,2020-08-13,2,453,Vehicles,542,464.31,Day,0,0.156
2024,2020-08-13,15,334,Vehicles,599,615.56,Night,0,0.156
2025,2020-08-13,43,575,Raw Materials,683,572.2,Day,0,0.266
2026,2020-08-13,8,146,Food,161,396.66,Night,0,0.255
2027,2020-08-13,10,416,Textiles,1485,560.28,Night,0,0.165
2028,2020-08-13,37,388,Machinery,1390,565.81,Night,0,0.249
2029,2020-08-13,1,576,Raw Materials,972,600.75,Night,0,0.23
2030,2020-08-13,34,322,Raw Materials,346,564.95,Night,0,0.058
2031,2020-08-13,18,409,Chemicals,1303,530.1,Day,0,0.188
2032,2020-08-14,2,169,Raw Materials,558,1349.69,Night,1,0.854
2033,2020-08-14,39,401,Electronics,212,593.41,Night,0,0.061
2034,2020-08-14,6,198,Raw Materials,152,1213.67,Night,1,0.858
2035,2020-08-14,40,286,Food,1389,442.74,Day,0,0.136
2036,2020-08-14,12,535,Raw Materials,1292,477.84,Day,0,0.193
2037,2020-08-14,41,148,Vehicles,854,1396.82,Day,1,0.833
2038,2020-08-15,26,167,Vehicles,1019,550.06,Day,0,0.218
2039,2020-08-15,27,134,Food,139,480.34,Day,0,0.217
2040,2020-08-15,31,394,Chemicals,1257,514.07,Day,0,0.181
2041,2020-08-15,17,24,Textiles,1481,477.93,Night,0,0.061
2042,2020-08-15,15,92,Food,832,501.67,Day,0,0.051
2043,2020-08-15,23,411,Machinery,1215,566.51,Day,0,0.299
2044,2020-08-15,11,105,Textiles,434,1034.71,Day,1,0.925
2045,2020-08-15,16,526,Chemicals,1057,441.02,Night,0,0.036
2046,2020-08-16,29,77,Food,641,500.7,Night,0,0.218
2047,2020-08-16,11,593,Electronics,388,1767.63,Night,1,0.829
2048,2020-08-16,19,55,Machinery,519,470.09,Day,0,0.25
2049,2020-08-16,26,482,Chemicals,1048,518.52,Day,0,0.275
2050,2020-08-16,5,15,Vehicles,288,441.68,Day,0,0.268
2051,2020-08-16,38,550,Electronics,1386,551.89,Day,0,0.051
2052,2020-08-16,35,349,Raw Materials,1342,568.51,Night,0,0.227
2053,2020-08-17,15,553,Electronics,1155,572.05,Day,0,0.009
2054,2020-08-17,15,587,Vehicles,146,582.33,Night,0,0.211
2055,2020-08-17,35,439,Vehicles,343,416.76,Night,0,0.281
2056,2020-08-17,16,415,Raw Materials,131,525.63,Day,0,0.001
2057,2020-08-17,35,148,Vehicles,450,527.56,Day,0,0.048
2058,2020-08-17,26,375,Raw Materials,786,579.02,Day,0,0.134
2059,2020-08-17,7,272,Textiles,407,499.14,Night,0,0.052
2060,2020-08-17,37,143,Textiles,914,426.18,Night,0,0.226
2061,2020-08-17,3,571,Chemicals,980,485.24,Night,0,0.26
2062,2020-08-17,11,130,Raw Materials,777,457.08,Day,0,0.285
2063,2020-08-17,45,236,Vehicles,1325,496.52,Night,0,0.195
2064,2020-08-17,20,621,Raw Materials,1348,487.66,Night,0,0.189
2065,2020-08-18,6,291,Machinery,1382,462.5,Night,0,0.274
2066,2020-08-18,45,452,Food,466,490.14,Day,0,0.163
2067,2020-08-18,29,400,Chemicals,1204,1518.99,Night,1,0.782
2068,2020-08-18,5,629,Vehicles,1385,468.36,Day,0,0.138
2069,2020-08-18,40,545,Machinery,1209,559.81,Night,0,0.152
2070,2020-08-18,46,158,Food,1157,558.35,Day,0,0.148
2071,2020-08-18,3,545,Vehicles,1173,597.15,Night,0,0.238
2072,2020-08-18,24,54,Electronics,1458,502.83,Night,0,0.108
2073,2020-08-18,25,391,Vehicles,1035,499.79,Night,0,0.084
2074,2020-08-18,35,181,Raw Materials,867,487.37,Night,0,0.055
2075,2020-08-18,34,403,Textiles,907,526.22,Night,0,0.088
2076,2020-08-19,16,137,Raw Materials,901,540.82,Night,0,0.067
2077,2020-08-19,13,560,Food,929,542.77,Day,0,0.098
2078,2020-08-19,35,346,Chemicals,803,521.62,Night,0,0.291
2079,2020-08-19,11,414,Raw Materials,555,470.29,Day,0,0.031
2080,2020-08-19,33,109,Food,849,1655.75,Night,1,0.856
2081,2020-08-19,25,573,Electronics,1349,513.52,Night,0,0.247
2082,2020-08-19,15,8,Food,1386,561.27,Day,0,0.263
2083,2020-08-19,33,591,Raw Materials,331,589.65,Day,0,0.06
2084,2020-08-19,46,342,Food,177,470.4,Day,0,0.109
2085,2020-08-19,26,315,Food,701,481.55,Day,0,0.032
2086,2020-08-19,12,375,Raw Materials,959,525.7,Day,0,0.254
2087,2020-08-20,7,244,Machinery,749,633.49,Night,0,0.254
2088,2020-08-20,45,112,Raw Materials,278,1323.6,Night,1,0.837
2089,2020-08-20,40,542,Vehicles,1311,472.72,Day,0,0.25
2090,2020-08-20,31,7,Food,365,483.82,Night,0,0.154
2091,2020-08-20,36,357,Chemicals,380,552.62,Night,0,0.233
2092,2020-08-20,27,60,Raw Materials,1295,476.76,Night,0,0.238
2093,2020-08-20,29,552,Food,711,549.33,Night,0,0.153
2094,2020-08-20,43,287,Vehicles,1304,487.81,Night,0,0.109
2095,2020-08-20,21,629,Chemicals,1128,613.2,Night,0,0.29
2096,2020-08-20,45,439,Electronics,378,582.61,Night,0,0.002
2097,2020-08-21,3,160,Food,1409,507.83,Night,0,0.288
2098,2020-08-21,9,119,Raw Materials,749,567.94,Night,0,0.002
2099,2020-08-21,22,493,Textiles,517,473.76,Day,0,0.205
2100,2020-08-21,19,311,Raw Materials,1164,473.04,Night,0,0.115
2101,2020-08-21,38,635,Chemicals,1123,599.39,Night,0,0.127
2102,2020-08-21,41,452,Vehicles,946,484.02,Night,0,0.002
2103,2020-08-22,33,172,Food,528,517.53,Night,0,0.244
2104,2020-08-22,46,557,Vehicles,373,518.53,Day,0,0.019
2105,2020-08-22,13,622,Raw Materials,1421,583.61,Day,0,0.113
2106,2020-08-22,1,93,Machinery,637,500.87,Day,0,0.061
2107,2020-08-22,36,475,Electronics,1190,534.28,Night,0,0.026
2108,2020-08-22,30,182,Food,1083,557.71,Day,0,0.078
2109,2020-08-22,24,576,Machinery,377,442.8,Night,0,0.098
2110,2020-08-22,40,93,Machinery,1446,559.77,Night,0,0.219
2111,2020-08-23,4,563,Vehicles,1000,604.48,Day,0,0.137
2112,2020-08-23,14,204,Raw Materials,544,488.69,Night,0,0.197
2113,2020-08-23,12,30,Chemicals,453,561.95,Night,0,0.064
2114,2020-08-23,27,176,Vehicles,974,611.58,Day,0,0.197
2115,2020-08-23,38,78,Chemicals,1232,455.84,Night,0,0.196
2116,2020-08-23,45,251,Food,1238,505.54,Day,0,0.08
2117,2020-08-23,8,501,Vehicles,1109,522.5,Night,0,0.283
2118,2020-08-23,37,341,Raw Materials,619,588.13,Night,0,0.286
2119,2020-08-23,32,626,Chemicals,1015,464.65,Day,0,0.001
2120,2020-08-24,12,451,Chemicals,213,451.32,Day,0,0.2
2121,2020-08-24,39,480,Vehicles,330,508.28,Night,0,0.041
2122,2020-08-24,36,532,Chemicals,405,1796.46,Day,1,0.992
2123,2020-08-24,9,374,Vehicles,211,471.06,Night,0,0.08
2124,2020-08-24,36,501,Textiles,1131,488.9,Night,0,0.171
2125,2020-08-24,23,216,Vehicles,1153,491.22,Night,0,0.277
2126,2020-08-24,3,207,Food,718,549.34,Day,0,0.116
2127,2020-08-24,6,587,Electronics,1042,613.22,Night,0,0.063
2128,2020-08-24,37,96,Raw Materials,405,535.78,Day,0,0.05
2129,2020-08-24,38,357,Electronics,720,519.13,Day,0,0.153
2130,2020-08-25,40,202,Textiles,951,551.33,Day,0,0.025
2131,2020-08-25,44,608,Electronics,1346,1235.27,Night,1,0.746
2132,2020-08-25,14,162,Raw Materials,1042,501.38,Day,0,0.226
2133,2020-08-25,9,55,Textiles,1479,534.85,Day,0,0.039
2134,2020-08-25,12,43,Textiles,165,511.6,Day,0,0.217
2135,2020-08-25,43,542,Chemicals,505,593.1,Night,0,0.088
2136,2020-08-26,28,390,Chemicals,1198,1074.77,Night,1,0.895
2137,2020-08-26,43,309,Chemicals,677,1474.12,Day,1,0.818
2138,2020-08-26,34,144,Raw Materials,117,513.45,Night,0,0.098
2139,2020-08-26,9,154,Machinery,363,584.58,Night,0,0.254
2140,2020-08-26,23,390,Raw Materials,1441,1785.13,Day,1,0.915
2141,2020-08-26,37,611,Chemicals,1294,509.96,Night,0,0.291
2142,2020-08-26,8,146,Chemicals,968,499.03,Night,0,0.165
2143,2020-08-27,24,397,Raw Materials,366,503.78,Night,0,0.266
2144,2020-08-27,10,27,Machinery,210,507.13,Day,0,0.109
2145,2020-08-27,11,491,Textiles,1113,514.31,Day,0,0.133
2146,2020-08-27,6,442,Raw Materials,1309,1273.6,Night,1,0.738
2147,2020-08-27,19,544,Food,754,526.2,Day,0,0.205
2148,2020-08-27,42,8,Vehicles,684,1247.86,Day,1,0.705
2149,2020-08-27,24,416,Textiles,1410,462.02,Night,0,0.187
2150,2020-08-27,24,454,Food,683,517.98,Night,0,0.052
2151,2020-08-27,16,258,Raw Materials,317,560.94,Night,0,0.001
2152,2020-08-27,3,569,Raw Materials,342,595.98,Day,0,0.154
2153,2020-08-28,14,28,Textiles,570,530.63,Night,0,0.027
2154,2020-08-28,11,434,Textiles,126,538.7,Day,0,0.244
2155,2020-08-28,43,376,Electronics,403,413.3,Night,0,0.103
2156,2020-08-28,4,475,Chemicals,1141,1247.66,Day,1,0.774
2157,2020-08-28,30,235,Electronics,197,521.35,Night,0,0.286
